CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
DCL6339,B,Seminar 1,3,13:00,15:00,FTX 361,SPECIAL TOPICS IN LAW,Lynda Collins
DCL6339,B,Seminar 2,5,13:00,15:00,FTX 137,SPECIAL TOPICS IN LAW,Lynda Collins
DCL6350,,Seminar 1,1,19:00,21:00,Consult the department,INTNL. ECON. LAW CASE STUDIES,Jean-Francois Hébert
DCL6350,,Seminar 2,4,18:00,20:00,Consult the department,INTNL. ECON. LAW CASE STUDIES,Jean-Francois Hébert
DCL6530,,Seminar 1,1,08:30,10:30,FTX 235,LE DROIT DE LA SÉCURITÉ NAT.,Jean-Guy Perron
DCL6530,,Seminar 2,3,08:30,10:30,DMS 11161,LE DROIT DE LA SÉCURITÉ NAT.,Jean-Guy Perron
DCL6731,B,Seminar 1,1,08:30,10:30,FTX 315,PROB. CHOI. DROIT INTERNA. I,Pacifique Manirakiza
DCL6731,B,Seminar 2,3,15:00,17:00,FTX 315,PROB. CHOI. DROIT INTERNA. I,Pacifique Manirakiza
DCL6731,C,Seminar 1,1,13:00,15:00,BRS 232,PROB. CHOI. DROIT INTERNA. I,Maria Katsivela
DCL6731,C,Seminar 2,3,13:00,15:00,BRS 232,PROB. CHOI. DROIT INTERNA. I,Maria Katsivela
DCL6732,,Lecture 1,1,08:30,11:30,LPR 285,PROB. CHOI. DROIT INTERNA. II,Nawwar Wannous
DCL6732,B,Seminar 1,5,14:30,17:30,BRS 302,PROB. CHOI. DROIT INTERNA. II,Saeid Mirzaei Yengejeh
DCL6735,,Lecture 1,2,08:30,11:30,FTX 351,PROB. CHOIS. DROIT INTL. III,Patrick Dumberry
DCL6735,D,Lecture 1,1,13:00,16:00,FTX 361,PROB. CHOIS. DROIT INTL. III,Jabeur Fathally
DCL7302,,Seminar 1,1,15:00,17:00,FTX 316,REGULATION OF INTERNET COMMUN.,David Fewer
DCL7302,,Seminar 2,3,15:00,17:00,FTX 316,REGULATION OF INTERNET COMMUN.,David Fewer
DCL7310,,Seminar 1,1,11:00,13:00,FTX 137,TECHNOPOLICY,Elizabeth Judge
DCL7310,,Seminar 2,4,10:00,12:00,FTX 235,TECHNOPOLICY,Elizabeth Judge
DCL7315,,Lecture 1,1,19:00,21:00,FTX 232,PATENT LAW,Steven Garland
DCL7315,,Lecture 2,3,19:00,21:00,FTX 232,PATENT LAW,Steven Garland
DCL7317,,Lecture 1,5,18:00,22:00,FTX 102,COMMUNICATIONS LAW,Monica Song
DVM6101,A,Seminar 1,1,14:30,17:30,FSS 8003,ECO GROWTH, PRIV SEC &amp; SOC INC,Gordon Betcherman
DVM6102,A,Seminar 1,1,08:30,11:30,FSS 8003,LIVELIHOODS, RES. &amp;  SUSTAIN.,Melissa Marschke Redwood
DVM6103,A,Seminar 1,4,13:00,16:00,FSS 7035,CONFLICT, TRANSITIONS &amp; PEACE,Stephen Baranyi
DVM6104,A,Seminar 1,3,14:30,17:30,FSS 8003,SOC. MVTS, EQUITY &amp; HUM. RIGHT,Susan Spronk
